Starting new session 24-10-2025 09:01:43
phase:2
phase 0 reward frequency:0
Log format is
SessionTime(seconds)	EventType	(when relevant)x	y	z	r	
Event types: p=mouseposition 	 u=user initiated reward 	 r=reward 	 n=new trial 	 t=target position 	 h=target hit 	 d=decoy 	 m=miss 	 e=session ended
Time zero at: 09:01:43.424
09:01:43.429	n	1
09:01:43.430	t	1	0.5	0.1387268	-60	30
09:01:43.431	s	0
09:01:44.128	p	-0.010077	0.4999999	0.02177381	90.15665
09:01:44.186	p	-3.039837E-05	0.5	0.01584951	90.15719
09:01:44.222	p	0.006900638	0.5	-0.005344332	90.1963
09:01:44.255	p	0.01716405	0.4999999	-0.01935191	90.28848
09:01:44.284	p	0.01698464	0.4999999	-0.01023195	90.312
09:01:44.288	p	0.01698464	0.4999999	-0.01023195	90.312
09:01:44.320	p	0.01009041	0.4999999	-0.01802548	90.32313
09:01:44.349	p	0.01553974	0.4999999	-0.01464878	90.44648
09:01:44.380	p	-0.001111358	0.5	-0.02167237	90.51701
09:01:44.412	p	-0.009623617	0.4999999	-0.03752031	90.58874
09:01:44.442	p	0.001322985	0.5	-0.02995904	90.69296
09:01:44.446	p	0.001322985	0.5	-0.02995904	90.69296
09:01:44.476	p	0.001393437	0.5	-0.03012826	90.6388
09:01:44.509	p	-0.003237218	0.4999999	-0.03180186	90.62076
09:01:44.538	p	-0.01888916	0.4999999	-0.04466845	90.53918
09:01:44.565	p	-0.01476035	0.5	-0.03198341	90.50685
09:01:44.596	p	-0.0320785	0.4999999	-0.04430557	90.45703
09:01:44.600	p	-0.0320785	0.4999999	-0.04430557	90.45703
09:01:44.631	p	-0.03524995	0.5	-0.04195175	90.49009
09:01:44.665	p	-0.03685331	0.4999999	-0.06090764	90.47525
09:01:44.698	p	-0.02589357	0.4999999	-0.04955485	90.44017
09:01:44.725	p	-0.01244724	0.4999999	-0.03792494	90.36054
09:01:44.756	p	-0.006834924	0.4999999	-0.04124155	90.40476
09:01:44.760	p	-0.006834924	0.4999999	-0.04124155	90.40476
09:01:44.794	p	0.003644675	0.4999999	-0.04783853	90.43777
09:01:44.824	p	-0.002435207	0.4999999	-0.05258457	90.45805
09:01:44.853	p	-0.004964501	0.4999999	-0.05763343	90.26413
09:01:44.886	p	-0.01747862	0.5	-0.06081764	90.22124
09:01:44.916	p	-0.03326559	0.5	-0.05850461	90.28751
09:01:44.920	p	-0.03326559	0.5	-0.05850461	90.28751
09:01:44.951	p	-0.03383252	0.4999999	-0.06025029	90.26562
09:01:44.983	p	-0.02507478	0.4999999	-0.06879921	90.20461
09:01:45.017	p	-0.03170568	0.4999999	-0.0887323	90.16865
09:01:45.049	p	-0.008161038	0.5	-0.07030668	90.0677
09:01:45.077	p	-0.01044792	0.5	-0.09389026	90.0812
09:01:45.081	p	-0.01044792	0.5	-0.09389026	90.0812
09:01:45.114	p	0.005034834	0.5	-0.09763912	90.08211
09:01:45.148	p	-0.001091033	0.5	-0.0854481	90.08328
09:01:45.180	p	-0.006822675	0.5	-0.09152394	90.16431
09:01:45.211	p	-0.0121589	0.5	-0.09177729	90.11946
09:01:45.242	p	-0.02728328	0.4999999	-0.1060591	90.10704
09:01:45.249	p	-0.02728328	0.4999999	-0.1060591	90.10704
09:01:45.282	p	-0.03471732	0.4999999	-0.1033313	90.13287
09:01:45.310	p	-0.03986776	0.4999998	-0.09709744	90.19189
09:01:45.340	p	-0.03887895	0.4999999	-0.1081736	90.22497
09:01:45.373	p	-0.03102607	0.4999999	-0.1030704	90.22511
09:01:45.403	p	-0.02088174	0.4999999	-0.1135894	90.22202
09:01:45.406	p	-0.02088174	0.4999999	-0.1135894	90.22202
09:01:45.438	p	-0.0386177	0.4999999	-0.1190725	90.22441
09:01:45.468	p	-0.03617263	0.4999998	-0.1116327	90.18762
09:01:45.497	p	-0.037655	0.4999999	-0.1050068	90.21739
09:01:45.532	p	-0.03859684	0.4999999	-0.1071297	90.17356
09:01:45.561	p	-0.04543698	0.4999999	-0.1057432	90.04557
09:01:45.564	p	-0.04543698	0.4999999	-0.1057432	90.04557
09:01:45.595	p	-0.05106983	0.5	-0.1134961	90.07758
09:01:45.623	p	-0.04826814	0.5	-0.1151343	90.12288
09:01:45.650	p	-0.04732853	0.5	-0.107328	90.16475
09:01:45.676	p	-0.04509065	0.4999999	-0.0982794	90.1289
09:01:45.713	p	-0.0580222	0.4999999	-0.08961149	90.0549
09:01:45.718	p	-0.0580222	0.4999999	-0.08961149	90.0549
09:01:45.753	p	-0.04859269	0.4999999	-0.08616205	90.04675
09:01:45.788	p	-0.05710322	0.4999999	-0.08602592	89.9538
